genes	phenotypes
SEPT8	HP:0003251
SEPT8	HP:0012539
SEPT8	HP:0012743
SEPT8	HP:0000823
SEPT8	HP:0006510
SETSIP	HP:0012028
SETSIP	HP:0012028
SETSIP	HP:0012028
SETSIP	HP:0006536
SETSIP	HP:0001891
SETSIP	HP:0011675
SETSIP	HP:0011675
SETSIP	HP:0001402
SETSIP	HP:0001402
SETSIP	HP:0001402
SETSIP	HP:0005584
SETSIP	HP:0001644
SETSIP	HP:0001639
SETSIP	HP:0001639
SETSIP	HP:0001406
SETSIP	HP:0100279
SETSIP	HP:0032282
SETSIP	HP:0001019
SETSIP	HP:0100651
SETSIP	HP:0005978
SETSIP	HP:0100518
SETSIP	HP:0001627
SETSIP	HP:0002564
SETSIP	HP:0001627
SETSIP	HP:0002564
SETSIP	HP:0001627
SETSIP	HP:0002564
SETSIP	HP:0001627
SETSIP	HP:0002564
SETSIP	HP:0031217
SETSIP	HP:0001409
SETSIP	HP:0001712
SETSIP	HP:0001712
SETSIP	HP:0001712
SETSIP	HP:0033762
SETSIP	HP:0008222
SETSIP	HP:0008222
SETSIP	HP:0008222
SETSIP	HP:0003251
SETSIP	HP:0003251
SETSIP	HP:0004808
SETSIP	HP:0004448
SETSIP	HP:0006554
SETSIP	HP:0006536
SETSIP	HP:0002725
SETSIP	HP:0012539
SETSIP	HP:0030065
SETSIP	HP:0012743
SETSIP	HP:0000823
SETSIP	HP:0000826
SETSIP	HP:0000826
SETSIP	HP:0000826
SETSIP	HP:0003193
SETSIP	HP:0004755
SETSIP	HP:0004756
SETSIP	HP:0041143
SETSIP	HP:0012122
SETSIP	HP:0005162
SETSIP	HP:0005162
SHLD3	HP:0006519
SHLD3	HP:0001370
SHLD3	HP:0004469
SHLD3	HP:0001402
SHLD3	HP:0030358
SHLD3	HP:0002860
SHLD3	HP:0002860
SHLD3	HP:0030991
SHLD3	HP:0001047
SHLD3	HP:0100651
SHLD3	HP:0033020
SHLD3	HP:0001627
SHLD3	HP:0002564
SHLD3	HP:0001712
SHLD3	HP:0008222
SHLD3	HP:0003251
SHLD3	HP:0003251
SHLD3	HP:0004808
SHLD3	HP:0004836
SHLD3	HP:0002725
SHLD3	HP:0006510
SHLD3	HP:0005162
SHLD3	HP:0005162
SIGLEC15	HP:0012028
SIGLEC15	HP:0001924
SIGLEC15	HP:0005112
SIGLEC15	HP:0005112
SIGLEC15	HP:0011675
SIGLEC15	HP:0011675
SIGLEC15	HP:0011675
SIGLEC15	HP:0011675
SIGLEC15	HP:0004469
SIGLEC15	HP:0001402
SIGLEC15	HP:0001402
SIGLEC15	HP:0025318
SIGLEC15	HP:0002860
SIGLEC15	HP:0001644
SIGLEC15	HP:0001639
SIGLEC15	HP:0001639
SIGLEC15	HP:0001406
SIGLEC15	HP:0100279
SIGLEC15	HP:0100279
SIGLEC15	HP:0100651
SIGLEC15	HP:0005978
SIGLEC15	HP:0100518
SIGLEC15	HP:0000133
SIGLEC15	HP:0001627
SIGLEC15	HP:0002564
SIGLEC15	HP:0001627
SIGLEC15	HP:0002564
SIGLEC15	HP:0001627
SIGLEC15	HP:0002564
SIGLEC15	HP:0001627
SIGLEC15	HP:0002564
SIGLEC15	HP:0001629
SIGLEC15	HP:0031217
SIGLEC15	HP:0031217
SIGLEC15	HP:0001712
SIGLEC15	HP:0033762
SIGLEC15	HP:0033762
SIGLEC15	HP:0008222
SIGLEC15	HP:0008222
SIGLEC15	HP:0008222
SIGLEC15	HP:0008222
SIGLEC15	HP:0003251
SIGLEC15	HP:0004808
SIGLEC15	HP:0002613
SIGLEC15	HP:0002725
SIGLEC15	HP:0002249
SIGLEC15	HP:0012743
SIGLEC15	HP:0000823
SIGLEC15	HP:0000826
SIGLEC15	HP:0000826
SIGLEC15	HP:0006510
SIGLEC15	HP:0003193
SIGLEC15	HP:0004756
SIGLEC15	HP:0041143
SIGLEC15	HP:0005162
SIGLEC15	HP:0005162
SKIV2L	HP:0011675
SKIV2L	HP:0001644
SKIV2L	HP:0001639
SKIV2L	HP:0100279
SKIV2L	HP:0100651
SKIV2L	HP:0005978
SKIV2L	HP:0005978
SKIV2L	HP:0001627
SKIV2L	HP:0002564
SKIV2L	HP:0001712
SKIV2L	HP:0008222
SKIV2L	HP:0003251
SKIV2L	HP:0003251
SKIV2L	HP:0012743
SKIV2L	HP:0012743
SKIV2L	HP:0000823
SKIV2L	HP:0000826
SKIV2L	HP:0003193
SKIV2L	HP:0004756
SKIV2L	HP:0005162
SLC25A52	HP:0006519
SLC25A52	HP:0001878
SLC25A52	HP:0001891
SLC25A52	HP:0011675
SLC25A52	HP:0001370
SLC25A52	HP:0001541
SLC25A52	HP:0001402
SLC25A52	HP:0030358
SLC25A52	HP:0005584
SLC25A52	HP:0033532
SLC25A52	HP:0009800
SLC25A52	HP:0009800
SLC25A52	HP:0005978
SLC25A52	HP:0100568
SLC25A52	HP:0100620
SLC25A52	HP:0001627
SLC25A52	HP:0002564
SLC25A52	HP:0001712
SLC25A52	HP:0008222
SLC25A52	HP:0008222
SLC25A52	HP:0003251
SLC25A52	HP:0003251
SLC25A52	HP:0003251
SLC25A52	HP:0004808
SLC25A52	HP:0012539
SLC25A52	HP:0012539
SLC25A52	HP:0000823
SLC25A52	HP:0000826
SLC25A52	HP:0000826
SLC25A52	HP:0000826
SLC25A52	HP:0006510
SLC25A52	HP:0031826
SLC25A52	HP:0003193
SLC25A52	HP:0003394
SLC25A52	HP:0031988
SLC9A3R1	HP:0012028
SLC9A3R1	HP:0001972
SLC9A3R1	HP:0001889
SLC9A3R1	HP:0001402
SLC9A3R1	HP:0001406
SLC9A3R1	HP:0012780
SLC9A3R1	HP:0001629
SLC9A3R1	HP:0031217
SLC9A3R1	HP:0100817
SLC9A3R1	HP:0001712
SLC9A3R1	HP:0008222
SLC9A3R1	HP:0003251
SLFN14	HP:0005112
SLFN14	HP:0011675
SLFN14	HP:0011675
SLFN14	HP:0001402
SLFN14	HP:0025318
SLFN14	HP:0002860
SLFN14	HP:0001644
SLFN14	HP:0001639
SLFN14	HP:0100279
SLFN14	HP:0100651
SLFN14	HP:0005978
SLFN14	HP:0001627
SLFN14	HP:0002564
SLFN14	HP:0001627
SLFN14	HP:0002564
SLFN14	HP:0001712
SLFN14	HP:0008222
SLFN14	HP:0008222
SLFN14	HP:0003251
SLFN14	HP:0002249
SLFN14	HP:0012743
SLFN14	HP:0000823
SLFN14	HP:0000826
SLFN14	HP:0003193
SLFN14	HP:0005162
SMCO2	HP:0003128
SMCO2	HP:0012028
SMCO2	HP:0012028
SMCO2	HP:0012028
SMCO2	HP:0001878
SMCO2	HP:0011675
SMCO2	HP:0001997
SMCO2	HP:0001370
SMCO2	HP:0001370
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0001402
SMCO2	HP:0005584
SMCO2	HP:0005584
SMCO2	HP:0002860
SMCO2	HP:0033533
SMCO2	HP:0001639
SMCO2	HP:0001406
SMCO2	HP:0001699
SMCO2	HP:0032282
SMCO2	HP:0001019
SMCO2	HP:0100651
SMCO2	HP:0100651
SMCO2	HP:0100518
SMCO2	HP:0000520
SMCO2	HP:0033020
SMCO2	HP:0000794
SMCO2	HP:0001627
SMCO2	HP:0002564
SMCO2	HP:0001627
SMCO2	HP:0002564
SMCO2	HP:0001627
SMCO2	HP:0002564
SMCO2	HP:0031217
SMCO2	HP:0033762
SMCO2	HP:0008222
SMCO2	HP:0008222
SMCO2	HP:0003251
SMCO2	HP:0003251
SMCO2	HP:0008682
SMCO2	HP:0004808
SMCO2	HP:0004836
SMCO2	HP:0004448
SMCO2	HP:0006554
SMCO2	HP:0006536
SMCO2	HP:0002725
SMCO2	HP:0012191
SMCO2	HP:0012539
SMCO2	HP:0012539
SMCO2	HP:0011499
SMCO2	HP:0030065
SMCO2	HP:0012743
SMCO2	HP:0000137
SMCO2	HP:0000823
SMCO2	HP:0000826
SMCO2	HP:0006510
SMCO2	HP:0001973
SMCO2	HP:0004756
SMCO2	HP:0004756
SMCO2	HP:0041143
SMCO2	HP:0012122
SMCO2	HP:0005162
SMCO2	HP:0005162
SMIM18	HP:0001891
SMIM18	HP:0001370
SMIM18	HP:0001402
SMIM18	HP:0009800
SMIM18	HP:0005978
SMIM18	HP:0001627
SMIM18	HP:0002564
SMIM18	HP:0001712
SMIM18	HP:0008222
SMIM18	HP:0008222
SMIM18	HP:0008222
SMIM18	HP:0003251
SMIM18	HP:0003251
SMIM18	HP:0003251
SMIM18	HP:0004448
SMIM18	HP:0006554
SMIM18	HP:0012539
SMIM18	HP:0001112
SMIM18	HP:0000826
SMIM18	HP:0000826
SMIM18	HP:0006510
SMIM18	HP:0004756
SMIM18	HP:0000505
SMIM9	HP:0005112
SMIM9	HP:0011675
SMIM9	HP:0011675
SMIM9	HP:0001402
SMIM9	HP:0025318
SMIM9	HP:0002860
SMIM9	HP:0001644
SMIM9	HP:0001639
SMIM9	HP:0100279
SMIM9	HP:0100651
SMIM9	HP:0005978
SMIM9	HP:0001627
SMIM9	HP:0002564
SMIM9	HP:0001627
SMIM9	HP:0002564
SMIM9	HP:0001712
SMIM9	HP:0008222
SMIM9	HP:0008222
SMIM9	HP:0003251
SMIM9	HP:0002249
SMIM9	HP:0012743
SMIM9	HP:0000823
SMIM9	HP:0000826
SMIM9	HP:0003193
SMIM9	HP:0005162
SPANXN3	HP:0003128
SPANXN3	HP:0001878
SPANXN3	HP:0001997
SPANXN3	HP:0001370
SPANXN3	HP:0001402
SPANXN3	HP:0005584
SPANXN3	HP:0002860
SPANXN3	HP:0033533
SPANXN3	HP:0001699
SPANXN3	HP:0032282
SPANXN3	HP:0100651
SPANXN3	HP:0000520
SPANXN3	HP:0000867
SPANXN3	HP:0001712
SPANXN3	HP:0008222
SPANXN3	HP:0008222
SPANXN3	HP:0008682
SPANXN3	HP:0005526
SPANXN3	HP:0004808
SPANXN3	HP:0004836
SPANXN3	HP:0004448
SPANXN3	HP:0006554
SPANXN3	HP:0012539
SPANXN3	HP:0011499
SPANXN3	HP:0000852
SPANXN3	HP:0001973
SPANXN3	HP:0011947
SPANXN3	HP:0004756
SPANXN3	HP:0001337
SPATA16	HP:0006519
SPATA16	HP:0012028
SPATA16	HP:0012028
SPATA16	HP:0005112
SPATA16	HP:0011675
SPATA16	HP:0011675
SPATA16	HP:0001370
SPATA16	HP:0004469
SPATA16	HP:0001402
SPATA16	HP:0001402
SPATA16	HP:0001402
SPATA16	HP:0001402
SPATA16	HP:0030358
SPATA16	HP:0025318
SPATA16	HP:0002860
SPATA16	HP:0001644
SPATA16	HP:0001639
SPATA16	HP:0100279
SPATA16	HP:0032282
SPATA16	HP:0032282
SPATA16	HP:0100651
SPATA16	HP:0100651
SPATA16	HP:0005978
SPATA16	HP:0000794
SPATA16	HP:0001627
SPATA16	HP:0002564
SPATA16	HP:0001627
SPATA16	HP:0002564
SPATA16	HP:0001627
SPATA16	HP:0002564
SPATA16	HP:0001712
SPATA16	HP:0008222
SPATA16	HP:0008222
SPATA16	HP:0008222
SPATA16	HP:0008682
SPATA16	HP:0012539
SPATA16	HP:0002249
SPATA16	HP:0012743
SPATA16	HP:0012743
SPATA16	HP:0000823
SPATA16	HP:0000823
SPATA16	HP:0000826
SPATA16	HP:0006510
SPATA16	HP:0003193
SPATA16	HP:0003193
SPATA16	HP:0005162
SPATA31A3	HP:0005112
SPATA31A3	HP:0011675
SPATA31A3	HP:0001402
SPATA31A3	HP:0025318
SPATA31A3	HP:0002860
SPATA31A3	HP:0001627
SPATA31A3	HP:0002564
SPATA31A3	HP:0008222
SPATA31A3	HP:0002249
SPATA31A6	HP:0005112
SPATA31A6	HP:0011675
SPATA31A6	HP:0001402
SPATA31A6	HP:0025318
SPATA31A6	HP:0002860
SPATA31A6	HP:0001627
SPATA31A6	HP:0002564
SPATA31A6	HP:0008222
SPATA31A6	HP:0002249
SPDYE2B	HP:0006519
SPDYE2B	HP:0001370
SPDYE2B	HP:0004469
SPDYE2B	HP:0030358
SPDYE2B	HP:0002860
SPDYE2B	HP:0030991
SPDYE2B	HP:0001047
SPDYE2B	HP:0001627
SPDYE2B	HP:0002564
SPDYE2B	HP:0001712
SPDYE2B	HP:0008222
SPDYE2B	HP:0003251
SPDYE2B	HP:0004808
SPDYE2B	HP:0002725
SPDYE2B	HP:0006510
SPDYE2B	HP:0005162
SPDYE5	HP:0003128
SPDYE5	HP:0006519
SPDYE5	HP:0001370
SPDYE5	HP:0001370
SPDYE5	HP:0004469
SPDYE5	HP:0030358
SPDYE5	HP:0002860
SPDYE5	HP:0030991
SPDYE5	HP:0001047
SPDYE5	HP:0009800
SPDYE5	HP:0005978
SPDYE5	HP:0005978
SPDYE5	HP:0001627
SPDYE5	HP:0002564
SPDYE5	HP:0001712
SPDYE5	HP:0033762
SPDYE5	HP:0008222
SPDYE5	HP:0008222
SPDYE5	HP:0003251
SPDYE5	HP:0003251
SPDYE5	HP:0004808
SPDYE5	HP:0004448
SPDYE5	HP:0006554
SPDYE5	HP:0002725
SPDYE5	HP:0012539
SPDYE5	HP:0000826
SPDYE5	HP:0006510
SPDYE5	HP:0006510
SPDYE5	HP:0005162
SPDYE6	HP:0001513
SPINK14	HP:0001891
SPINK14	HP:0011675
SPINK14	HP:0011675
SPINK14	HP:0001402
SPINK14	HP:0002860
SPINK14	HP:0001644
SPINK14	HP:0001639
SPINK14	HP:0100279
SPINK14	HP:0001047
SPINK14	HP:0100651
SPINK14	HP:0100651
SPINK14	HP:0005978
SPINK14	HP:0005978
SPINK14	HP:0033020
SPINK14	HP:0001627
SPINK14	HP:0002564
SPINK14	HP:0001627
SPINK14	HP:0002564
SPINK14	HP:0001712
SPINK14	HP:0001712
SPINK14	HP:0001712
SPINK14	HP:0008222
SPINK14	HP:0008222
SPINK14	HP:0003251
SPINK14	HP:0003251
SPINK14	HP:0003251
SPINK14	HP:0004836
SPINK14	HP:0012743
SPINK14	HP:0000823
SPINK14	HP:0000826
SPINK14	HP:0000826
SPINK14	HP:0003193
SPINK14	HP:0005162
SPINK14	HP:0005162
SPINK14	HP:0005162
SPINK14	HP:0005162
SPINK9	HP:0003128
SPINK9	HP:0005978
SPINK9	HP:0001332
SPINK9	HP:0033762
SPINK9	HP:0004448
SPINK9	HP:0006554
SPINK9	HP:0001276
SPINK9	HP:0004756
SSFA2	HP:0011675
SSFA2	HP:0001402
SSFA2	HP:0001047
SSFA2	HP:0008222
SSFA2	HP:0003251
SSFA2	HP:0000823
SSX2	HP:0001915
SSX2	HP:0005112
SSX2	HP:0001370
SSX2	HP:0001402
SSX2	HP:0001402
SSX2	HP:0001402
SSX2	HP:0030358
SSX2	HP:0002860
SSX2	HP:0002860
SSX2	HP:0002860
SSX2	HP:0001644
SSX2	HP:0001047
SSX2	HP:0009800
SSX2	HP:0100651
SSX2	HP:0100651
SSX2	HP:0005978
SSX2	HP:0002094
SSX2	HP:0100568
SSX2	HP:0100245
SSX2	HP:0033020
SSX2	HP:0031217
SSX2	HP:0000867
SSX2	HP:0001712
SSX2	HP:0008222
SSX2	HP:0008222
SSX2	HP:0003251
SSX2	HP:0003251
SSX2	HP:0003251
SSX2	HP:0003251
SSX2	HP:0005526
SSX2	HP:0012324
SSX2	HP:0004808
SSX2	HP:0004808
SSX2	HP:0004808
SSX2	HP:0012325
SSX2	HP:0004836
SSX2	HP:0004836
SSX2	HP:0012539
SSX2	HP:0012539
SSX2	HP:0012539
SSX2	HP:0032160
SSX2	HP:0020102
SSX2	HP:0000852
SSX2	HP:0000826
SSX2	HP:0006510
SSX2	HP:0011947
SSX2	HP:0100726
SSX2	HP:0002870
SSX2	HP:0009792
SSX2	HP:0100650
SSX2	HP:0005162
SSX2B	HP:0001915
SSX2B	HP:0001402
SSX2B	HP:0032160
SSX2B	HP:0020102
SSX2B	HP:0100726
SSX2B	HP:0009792
SSX2B	HP:0100650
SSX7	HP:0005112
SSX7	HP:0011675
SSX7	HP:0001402
SSX7	HP:0025318
SSX7	HP:0002860
SSX7	HP:0001627
SSX7	HP:0002564
SSX7	HP:0008222
SSX7	HP:0002249
ST20-MTHFS	HP:0001370
ST20-MTHFS	HP:0001402
ST20-MTHFS	HP:0025318
ST20-MTHFS	HP:0002860
ST20-MTHFS	HP:0001644
ST20-MTHFS	HP:0030991
ST20-MTHFS	HP:0100768
ST20-MTHFS	HP:0100568
ST20-MTHFS	HP:0000793
ST20-MTHFS	HP:0000097
ST20-MTHFS	HP:0001627
ST20-MTHFS	HP:0002564
ST20-MTHFS	HP:0000776
ST20-MTHFS	HP:0025127
ST20-MTHFS	HP:0008682
ST20-MTHFS	HP:0012324
ST20-MTHFS	HP:0004808
ST20-MTHFS	HP:0004808
ST20-MTHFS	HP:0004836
ST20-MTHFS	HP:0006775
ST20-MTHFS	HP:0011857
ST20-MTHFS	HP:0001059
ST20-MTHFS	HP:0012410
ST20-MTHFS	HP:0004756
STH	HP:0006536
STH	HP:0001627
STH	HP:0002564
STH	HP:0100769
STIMATE-MUSTN1	HP:0003128
STIMATE-MUSTN1	HP:0006519
STIMATE-MUSTN1	HP:0033690
STIMATE-MUSTN1	HP:0001915
STIMATE-MUSTN1	HP:0001878
STIMATE-MUSTN1	HP:0001878
STIMATE-MUSTN1	HP:0001890
STIMATE-MUSTN1	HP:0001890
STIMATE-MUSTN1	HP:0001972
STIMATE-MUSTN1	HP:0032186
STIMATE-MUSTN1	HP:0005112
STIMATE-MUSTN1	HP:0011675
STIMATE-MUSTN1	HP:0001370
STIMATE-MUSTN1	HP:0001370
STIMATE-MUSTN1	HP:0030077
STIMATE-MUSTN1	HP:0004469
STIMATE-MUSTN1	HP:0004469
STIMATE-MUSTN1	HP:0001402
STIMATE-MUSTN1	HP:0030447
STIMATE-MUSTN1	HP:0030358
STIMATE-MUSTN1	HP:0030358
STIMATE-MUSTN1	HP:0030358
STIMATE-MUSTN1	HP:0030358
STIMATE-MUSTN1	HP:0025318
STIMATE-MUSTN1	HP:0002860
STIMATE-MUSTN1	HP:0002860
STIMATE-MUSTN1	HP:0002860
STIMATE-MUSTN1	HP:0030991
STIMATE-MUSTN1	HP:0030991
STIMATE-MUSTN1	HP:0001406
STIMATE-MUSTN1	HP:0100279
STIMATE-MUSTN1	HP:0001047
STIMATE-MUSTN1	HP:0100621
STIMATE-MUSTN1	HP:0100568
STIMATE-MUSTN1	HP:0100244
STIMATE-MUSTN1	HP:0033020
STIMATE-MUSTN1	HP:0000405
STIMATE-MUSTN1	HP:0005101
STIMATE-MUSTN1	HP:0000407
STIMATE-MUSTN1	HP:0000407
STIMATE-MUSTN1	HP:0001627
STIMATE-MUSTN1	HP:0002564
STIMATE-MUSTN1	HP:0001627
STIMATE-MUSTN1	HP:0002564
STIMATE-MUSTN1	HP:0001631
STIMATE-MUSTN1	HP:0001629
STIMATE-MUSTN1	HP:0100817
STIMATE-MUSTN1	HP:0001712
STIMATE-MUSTN1	HP:0001278
STIMATE-MUSTN1	HP:0008222
STIMATE-MUSTN1	HP:0008222
STIMATE-MUSTN1	HP:0003251
STIMATE-MUSTN1	HP:0003251
STIMATE-MUSTN1	HP:0008682
STIMATE-MUSTN1	HP:0005526
STIMATE-MUSTN1	HP:0004808
STIMATE-MUSTN1	HP:0004808
STIMATE-MUSTN1	HP:0004808
STIMATE-MUSTN1	HP:0004448
STIMATE-MUSTN1	HP:0006554
STIMATE-MUSTN1	HP:0002725
STIMATE-MUSTN1	HP:0002725
STIMATE-MUSTN1	HP:0012191
STIMATE-MUSTN1	HP:0012190
STIMATE-MUSTN1	HP:0012192
STIMATE-MUSTN1	HP:0006934
STIMATE-MUSTN1	HP:0000639
STIMATE-MUSTN1	HP:0006510
STIMATE-MUSTN1	HP:0006510
STIMATE-MUSTN1	HP:0012410
STIMATE-MUSTN1	HP:0031826
STIMATE-MUSTN1	HP:0006743
STIMATE-MUSTN1	HP:0012254
STIMATE-MUSTN1	HP:0012570
STIMATE-MUSTN1	HP:0002373
STIMATE-MUSTN1	HP:0011097
STIMATE-MUSTN1	HP:0033676
STIMATE-MUSTN1	HP:0004755
STIMATE-MUSTN1	HP:0012228
STIMATE-MUSTN1	HP:0009792
STIMATE-MUSTN1	HP:0012291
STIMATE-MUSTN1	HP:0100551
STIMATE-MUSTN1	HP:0100517
STIMATE-MUSTN1	HP:0000011
STIMATE-MUSTN1	HP:0005162
STIMATE-MUSTN1	HP:0005162
TAS2R19	HP:0012028
TAS2R19	HP:0005112
TAS2R19	HP:0011675
TAS2R19	HP:0011675
TAS2R19	HP:0001402
TAS2R19	HP:0001402
TAS2R19	HP:0001402
TAS2R19	HP:0025318
TAS2R19	HP:0005584
TAS2R19	HP:0002860
TAS2R19	HP:0010762
TAS2R19	HP:0032282
TAS2R19	HP:0001627
TAS2R19	HP:0002564
TAS2R19	HP:0008222
TAS2R19	HP:0004448
TAS2R19	HP:0006554
TAS2R19	HP:0012191
TAS2R19	HP:0002249
TAS2R19	HP:0000137
TAS2R19	HP:0005162
TAS2R9	HP:0012028
TAS2R9	HP:0005112
TAS2R9	HP:0011675
TAS2R9	HP:0001402
TAS2R9	HP:0001402
TAS2R9	HP:0025318
TAS2R9	HP:0002860
TAS2R9	HP:0040012
TAS2R9	HP:0032252
TAS2R9	HP:0001627
TAS2R9	HP:0002564
TAS2R9	HP:0008222
TAS2R9	HP:0001974
TAS2R9	HP:0100526
TAS2R9	HP:0002249
TAS2R9	HP:0100001
TAS2R9	HP:0002586
TAS2R9	HP:0002090
TAS2R9	HP:0002206
TBC1D3D	HP:0012028
TBC1D3D	HP:0005112
TBC1D3D	HP:0004469
TBC1D3D	HP:0001402
TBC1D3D	HP:0100279
TBC1D3D	HP:0100651
TBC1D3D	HP:0001627
TBC1D3D	HP:0002564
TBC1D3D	HP:0001627
TBC1D3D	HP:0002564
TBC1D3D	HP:0008222
TBC1D3D	HP:0008222
TBC1D3D	HP:0003251
TBC1D3D	HP:0012539
TBC1D3D	HP:0012743
TBC1D3D	HP:0000823
TBC1D3D	HP:0006510
TBC1D3D	HP:0006510
TBC1D3E	HP:0012028
TBC1D3E	HP:0005112
TBC1D3E	HP:0005112
TBC1D3E	HP:0011675
TBC1D3E	HP:0004469
TBC1D3E	HP:0001402
TBC1D3E	HP:0001402
TBC1D3E	HP:0025318
TBC1D3E	HP:0002860
TBC1D3E	HP:0100279
TBC1D3E	HP:0032282
TBC1D3E	HP:0005978
TBC1D3E	HP:0001627
TBC1D3E	HP:0002564
TBC1D3E	HP:0008222
TBC1D3E	HP:0008222
TBC1D3E	HP:0003251
TBC1D3E	HP:0002249
TBC1D3E	HP:0012743
TBC1D3E	HP:0006510
TBC1D3E	HP:0004756
TBC1D3G	HP:0012028
TBC1D3G	HP:0012028
TBC1D3G	HP:0005112
TBC1D3G	HP:0011675
TBC1D3G	HP:0004469
TBC1D3G	HP:0030731
TBC1D3G	HP:0001402
TBC1D3G	HP:0001402
TBC1D3G	HP:0001639
TBC1D3G	HP:0001406
TBC1D3G	HP:0100279
TBC1D3G	HP:0100518
TBC1D3G	HP:0001627
TBC1D3G	HP:0002564
TBC1D3G	HP:0031217
TBC1D3G	HP:0002721
TBC1D3G	HP:0033762
TBC1D3G	HP:0008222
TBC1D3G	HP:0100526
TBC1D3G	HP:0002725
TBC1D3G	HP:0012740
TBC1D3G	HP:0000826
TBC1D3G	HP:0006510
TBC1D3G	HP:0100242
TBC1D3G	HP:0008069
TBC1D3G	HP:0004756
TBC1D3G	HP:0041143
TBC1D3G	HP:0005162
TBC1D3I	HP:0005112
TBC1D3I	HP:0004469
TBC1D3I	HP:0100279
TBC1D3I	HP:0008222
TBC1D3I	HP:0006510
TBC1D3K	HP:0005112
TBC1D3K	HP:0011675
TBC1D3K	HP:0001370
TBC1D3K	HP:0004469
TBC1D3K	HP:0001402
TBC1D3K	HP:0002860
TBC1D3K	HP:0001644
TBC1D3K	HP:0001644
TBC1D3K	HP:0001639
TBC1D3K	HP:0030991
TBC1D3K	HP:0100768
TBC1D3K	HP:0100279
TBC1D3K	HP:0100279
TBC1D3K	HP:0100651
TBC1D3K	HP:0005978
TBC1D3K	HP:0000793
TBC1D3K	HP:0000097
TBC1D3K	HP:0001627
TBC1D3K	HP:0002564
TBC1D3K	HP:0001627
TBC1D3K	HP:0002564
TBC1D3K	HP:0000776
TBC1D3K	HP:0001712
TBC1D3K	HP:0008222
TBC1D3K	HP:0008222
TBC1D3K	HP:0003251
TBC1D3K	HP:0025127
TBC1D3K	HP:0008682
TBC1D3K	HP:0012324
TBC1D3K	HP:0004808
TBC1D3K	HP:0004836
TBC1D3K	HP:0012743
TBC1D3K	HP:0006775
TBC1D3K	HP:0011857
TBC1D3K	HP:0001059
TBC1D3K	HP:0000823
TBC1D3K	HP:0000826
TBC1D3K	HP:0006510
TBC1D3K	HP:0012410
TBC1D3K	HP:0003193
TBC1D3K	HP:0004756
TBC1D3K	HP:0005162
TBC1D3L	HP:0005112
TBC1D3L	HP:0004469
TBC1D3L	HP:0100279
TBC1D3L	HP:0008222
TBC1D3L	HP:0008682
TBC1D3L	HP:0006510
TCP10L2	HP:0006519
TCP10L2	HP:0011675
TCP10L2	HP:0033532
TCP10L2	HP:0031826
TCP10L2	HP:0003394
TCP10L2	HP:0031988
TCTE3	HP:0008258
TCTE3	HP:0033690
TCTE3	HP:0001915
TCTE3	HP:0001924
TCTE3	HP:0011675
TCTE3	HP:0001370
TCTE3	HP:0030005
TCTE3	HP:0001402
TCTE3	HP:0025318
TCTE3	HP:0001639
TCTE3	HP:0001047
TCTE3	HP:0009806
TCTE3	HP:0006689
TCTE3	HP:0033165
TCTE3	HP:0100244
TCTE3	HP:0000097
TCTE3	HP:0032252
TCTE3	HP:0002516
TCTE3	HP:0001602
TCTE3	HP:0004808
TCTE3	HP:0012325
TCTE3	HP:0004836
TCTE3	HP:0006970
TCTE3	HP:0032160
TCTE3	HP:0000662
TCTE3	HP:0000639
TCTE3	HP:0001085
TCTE3	HP:0031047
TCTE3	HP:0000823
TCTE3	HP:0033210
TCTE3	HP:0003193
TCTE3	HP:0030149
TCTE3	HP:0030834
TCTE3	HP:0011097
TCTE3	HP:0000360
TEX43	HP:0011675
TEX43	HP:0001402
TEX43	HP:0001644
TEX43	HP:0001639
TEX43	HP:0100279
TEX43	HP:0032282
TEX43	HP:0032282
TEX43	HP:0100651
TEX43	HP:0005978
TEX43	HP:0001627
TEX43	HP:0002564
TEX43	HP:0001712
TEX43	HP:0008222
TEX43	HP:0008222
TEX43	HP:0003251
TEX43	HP:0003251
TEX43	HP:0003251
TEX43	HP:0003251
TEX43	HP:0008682
TEX43	HP:0004448
TEX43	HP:0006554
TEX43	HP:0012743
TEX43	HP:0000823
TEX43	HP:0000823
TEX43	HP:0000826
TEX43	HP:0003193
TEX43	HP:0005162
TFDP3	HP:0011675
TFDP3	HP:0002671
TFDP3	HP:0001402
TFDP3	HP:0005584
TFDP3	HP:0002860
TFDP3	HP:0040012
TFDP3	HP:0009800
TFDP3	HP:0005978
TFDP3	HP:0005978
TFDP3	HP:0001627
TFDP3	HP:0002564
TFDP3	HP:0002240
TFDP3	HP:0007475
TFDP3	HP:0000789
TFDP3	HP:0003251
TFDP3	HP:0003251
TFDP3	HP:0003251
TFDP3	HP:0004836
TFDP3	HP:0002613
TFDP3	HP:0002664
TFDP3	HP:0012743
TFDP3	HP:0001698
TFDP3	HP:0006510
TFDP3	HP:0004756
TFDP3	HP:0032262
TFDP3	HP:0001824
TFDP3	HP:0004325
TGIF2LX	HP:0012028
TGIF2LX	HP:0005112
TGIF2LX	HP:0011675
TGIF2LX	HP:0001402
TGIF2LX	HP:0001402
TGIF2LX	HP:0025318
